Cluster	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
2	GO:0045333	cellular respiration	20/624	231/18800	9.34765755049832e-05	0.00201295907871904	0.00168476788741225	TRAP1/ATP5PD/COX6A1/CS/DLD/DLST/HIF1A/RHOA/MDH2/NDUFAB1/NDUFB10/NDUFS5/ATP5F1B/CHCHD2/ATP5PB/ATP5PO/NDUFA12/UQCRC2/VCP/COX5A	20
2	GO:0031396	regulation of protein ubiquitination	19/624	213/18800	9.36480022524365e-05	0.00201295907871904	0.00168476788741225	HUWE1/GABARAP/U2AF2/DDX3X/FKBP1A/KDM1A/UBQLN1/HSPA5/HSP90AA1/HSP90AB1/PSMD10/RPL11/RPS2/RPS3/RPS15/NDFIP1/CUL3/TRIP12/N4BP1	19
2	GO:0042026	protein refolding	6/624	24/18800	0.000105361369140596	0.00225335671890641	0.00188597129421728	DNAJA2/FKBP1A/HSPA5/HSPA8/HSPA9/HSP90AA1	6
2	GO:1904951	positive regulation of establishment of protein localization	24/624	309/18800	0.000108730653465467	0.00231378830574513	0.00193655016487968	HUWE1/TRIM28/CCT4/CCT2/CCT8/SEC24A/CSNK2A2/DKC1/TARDBP/GSK3B/HIF1A/HSP90AB1/NMT1/OSBP/SH3GLB1/VPS35/TMEM30A/MFF/SRI/YWHAE/CCT6A/PDCD5/TM9SF4/TOMM70	24
2	GO:1900024	regulation of substrate adhesion-dependent cell spreading	9/624	58/18800	0.000114905379811686	0.0024330213755151	0.00203634357309634	CRK/CRKL/CORO1C/P4HB/RCC2/RAC1/C1QBP/ACTN4/CALR	9
2	GO:0060966	regulation of gene silencing by RNA	8/624	46/18800	0.000120512006690662	0.00253910445779929	0.002125130956963	EIF4G1/ELAVL1/PUM2/STAT3/FXR1/NCOR1/NCOR2/PUM1	8
2	GO:0006614	SRP-dependent cotranslational protein targeting to membrane	6/624	25/18800	0.000134767271249435	0.0028196055931025	0.00235989941804977	TRAM1/SEC61A1/SRP14/SRP72/SSR3/TRAM2	6
2	GO:0007163	establishment or maintenance of cell polarity	19/624	219/18800	0.000135150268090439	0.0028196055931025	0.00235989941804977	ARPC5/ACTR3/ACTR2/CAP1/RAB10/CRK/CRKL/SIPA1L3/GSK3B/HSP90AA1/HSP90AB1/ARF4/RHOA/PAFAH1B1/ERBIN/RAC1/RAP1B/DYNLT1/GBF1	19
2	GO:0034101	erythrocyte homeostasis	14/624	133/18800	0.000137625077669547	0.00285723088078825	0.00239139030980101	GPI/SLC25A5/TMOD3/HIF1A/PRMT1/HSPA9/PRDX1/PRKDC/RPS6/RPS17/RPS19/STAT3/LDB1/PTBP3	14
2	GO:0002753	cytoplasmic pattern recognition receptor signaling pathway	9/624	60/18800	0.000150390832932501	0.00310710381048895	0.00260052416271631	PUM2/ANKRD17/LSM14A/NFKBIA/ERBIN/RELA/C1QBP/PUM1/USP15	9
2	GO:1902745	positive regulation of lamellipodium organization	7/624	36/18800	0.000154805759486557	0.00318286624335646	0.00266393435088995	ACTR3/ACTR2/WASF2/NCKAP1/CYFIP1/CORO1C/RAC1	7
2	GO:1900151	regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay	6/624	26/18800	0.000170314738931871	0.00348490158122137	0.0029167260958778	SYNCRIP/RC3H1/CNOT1/PABPC1/YBX1/CSDE1	6
2	GO:1904589	regulation of protein import	9/624	61/18800	0.000171302439435219	0.00348834058486265	0.00291960440719608	TRIM28/TARDBP/HSPA8/HSP90AB1/NF1/SUMO1/PDCD5/NOLC1/TOMM70	9
2	GO:0070200	establishment of protein localization to telomere	5/624	17/18800	0.000176009219342955	0.0035671201786839	0.00298553984088502	CCT4/CCT2/CCT8/DKC1/CCT6A	5
2	GO:0051084	'de novo' post-translational protein folding	7/624	37/18800	0.000185515252093564	0.00374195693322374	0.00313187135487464	CCT2/PTGES3/HSPH1/HSPA5/HSPA8/HSPA9/SELENOF	7
2	GO:0051099	positive regulation of binding	16/624	171/18800	0.000189885430580455	0.00381203958750196	0.0031905277908851	TRIM28/EIF4G1/EP300/FKBP1A/MAPRE1/KDM1A/GSK3B/ANXA2/HSP90AB1/NCBP1/RPL11/TXN/CALM3/EIF3D/EDF1/MBD2	16
2	GO:2000059	negative regulation of ubiquitin-dependent protein catabolic process	8/624	49/18800	0.000190847931521744	0.00381337463172085	0.00319164517059343	CSNK2A1/CSNK2A2/HSP90AB1/RPL11/SDCBP/USP7/USP14/N4BP1	8
2	GO:0015980	energy derivation by oxidation of organic compounds	24/624	321/18800	0.000193901085456682	0.00385627579300766	0.00322755176185643	TRAP1/ATP5PD/PTGES3/COX6A1/CS/DLD/DLST/GSK3B/HIF1A/RHOA/MDH2/NDUFAB1/NDUFB10/NDUFS5/ATP5F1B/CHCHD2/ATP5PB/ATP5PO/PPP1CB/PPP1CC/NDUFA12/UQCRC2/VCP/COX5A	24
2	GO:0051656	establishment of organelle localization	28/624	404/18800	0.000211424022714581	0.00412512301412385	0.00345256635333278	ACTR3/ACTR2/LRPPRC/TMED2/CHMP4B/COPG1/HIF1A/HSBP1/KPNB1/LAMP1/NPM1/PAFAH1B1/PDPK1/SDAD1/PPP6C/RAB1A/RPS15/SDCBP/DYNLT1/XPO1/RAB7A/ACTN4/PICALM/CUL3/GBF1/RAB11A/AP3D1/WASL	28
2	GO:0000027	ribosomal large subunit assembly	6/624	27/18800	0.000212877136280534	0.00412512301412385	0.00345256635333278	RPL3/RPL6/RPL10/RPL11/RPL24/RPLP0	6
2	GO:0010586	miRNA metabolic process	6/624	27/18800	0.000212877136280534	0.00412512301412385	0.00345256635333278	DDX17/RC3H1/DICER1/SND1/RC3H2/RELA	6
2	GO:0035459	vesicle cargo loading	6/624	27/18800	0.000212877136280534	0.00412512301412385	0.00345256635333278	SEC24B/SEC23B/SEC24A/TMED2/RAB1A/PICALM	6
2	GO:0039529	RIG-I signaling pathway	6/624	27/18800	0.000212877136280534	0.00412512301412385	0.00345256635333278	PUM2/ANKRD17/LSM14A/C1QBP/PUM1/USP15	6
2	GO:1900246	positive regulation of RIG-I signaling pathway	4/624	10/18800	0.000215173239928452	0.00412512301412385	0.00345256635333278	PUM2/ANKRD17/PUM1/USP15	4
2	GO:1901838	positive regulation of transcription of nucleolar large rRNA by RNA polymerase I	4/624	10/18800	0.000215173239928452	0.00412512301412385	0.00345256635333278	PWP1/NOL11/NCL/SMARCB1	4
2	GO:2000601	positive regulation of Arp2/3 complex-mediated actin nucleation	4/624	10/18800	0.000215173239928452	0.00412512301412385	0.00345256635333278	WASF2/NCKAP1/CYFIP1/WASL	4
2	GO:0000462	maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	7/624	38/18800	0.000220963216352892	0.0042171275730848	0.00352957056473065	WDR43/RPS8/RPS16/RPS19/RPS21/NOL10/UTP4	7
2	GO:1903363	negative regulation of cellular protein catabolic process	10/624	77/18800	0.000223567624885158	0.004247784872818	0.00355522952354969	CSNK2A1/CSNK2A2/ANXA2/HSP90AB1/VPS35/RPL11/SDCBP/USP7/USP14/N4BP1	10
2	GO:0001701	in utero embryonic development	27/624	387/18800	0.000245389456441045	0.00463102970633751	0.00387599043486499	TRIM28/TMED2/ATF2/DAD1/CNOT1/HECTD1/GPI/HIF1A/PRMT1/MBNL1/NMT1/YBX1/SF3B6/MAPK1/PSMC4/RTN4/BIRC6/RBBP6/RPL13/SMARCB1/SUPT6H/BTF3/CUL3/NCOA1/EIF2S2/YTHDC1/COPS2	27
2	GO:0042177	negative regulation of protein catabolic process	13/624	124/18800	0.000245914641360967	0.00463102970633751	0.00387599043486499	CSNK2A1/CSNK2A2/SF3B3/ANXA2/HSP90AB1/CTSA/VPS35/RELA/RPL11/SDCBP/USP7/USP14/N4BP1	13
2	GO:0048857	neural nucleus development	9/624	64/18800	0.000249067889091194	0.00466974861661728	0.00390839664588269	SEC24B/COX6B1/ATF2/HSPA5/RHOA/ATP5PB/YWHAE/CALM3/DYNLL1	9
2	GO:0045185	maintenance of protein location	11/624	93/18800	0.000254948817940958	0.00475904460156456	0.00398313388694461	KDELR1/KDELR2/ARL2BP/CIZ1/HSPA5/NFKBIA/PSMD10/SRI/TXN/YWHAB/TMSB10	11
2	GO:0006091	generation of precursor metabolites and energy	32/624	494/18800	0.000262062565014631	0.00482830465837848	0.00404110184110427	TRAP1/ATP5PD/PTGES3/COX6A1/CS/DLD/DLST/EP300/GPI/GSK3B/HIF1A/RHOA/MDH2/ASPH/NDUFAB1/NDUFB10/NDUFS5/ATP5F1B/CHCHD2/ATP5PB/PGAM1/PKM/ATP5PO/PPP1CB/PPP1CC/NDUFA12/STAT3/TALDO1/UQCRC2/VCP/COX5A/NCOR1	32
2	GO:0010592	positive regulation of lamellipodium assembly	6/624	28/18800	0.000263393227437455	0.00482830465837848	0.00404110184110427	ACTR3/ACTR2/WASF2/NCKAP1/CYFIP1/RAC1	6
2	GO:0031440	regulation of mRNA 3'-end processing	6/624	28/18800	0.000263393227437455	0.00482830465837848	0.00404110184110427	PAPOLA/NUDT21/NCBP1/PAF1/SNRPA/YTHDC1	6
2	GO:2000765	regulation of cytoplasmic translation	6/624	28/18800	0.000263393227437455	0.00482830465837848	0.00404110184110427	SYNCRIP/PABPC1/YBX1/PKM/CNBP/CSDE1	6
2	GO:0007059	chromosome segregation	25/624	348/18800	0.000265453321648053	0.00482830465837848	0.00404110184110427	ACTR3/ACTR2/CTCF/CHMP4B/CSNK2A1/CSNK2A2/DDX3X/PDS5A/PUM2/SLC25A5/KPNB1/ATRX/RCC2/RPS3/TOP1/TUBG1/ZNF207/NAA50/USP9X/SMC1A/CUL3/SMARCA5/RAB11A/BAZ1B/PUM1	25
2	GO:0071897	DNA biosynthetic process	17/624	194/18800	0.000266204431491186	0.00482830465837848	0.00404110184110427	CCT4/CCT2/CCT8/PTGES3/DKC1/HNRNPA2B1/HNRNPC/HSP90AA1/HSP90AB1/XRN1/NOP10/MAPK1/VCP/XRCC5/MAPKAPK5/CCT6A/USP10	17
2	GO:0009408	response to heat	12/624	109/18800	0.000267734938763469	0.00482830465837848	0.00404110184110427	DNAJA2/CREBBP/EP300/GSK3B/HSBP1/HSP90AA1/HSP90AB1/NF1/SOD1/SUMO1/VCP/YWHAE	12
2	GO:0034446	substrate adhesion-dependent cell spreading	12/624	109/18800	0.000267734938763469	0.00482830465837848	0.00404110184110427	CRK/CRKL/CORO1C/RHOA/P4HB/RCC2/RAB1A/RAC1/C1QBP/ACTN4/CALR/VAMP3	12
2	GO:0000245	spliceosomal complex assembly	10/624	79/18800	0.000276710900672778	0.00494824198850145	0.00414148468764565	SF3A1/CELF1/DDX1/PRPF19/NCBP1/SRSF6/SNRPD2/SF1/YTHDC1/DDX23	10
2	GO:0010770	positive regulation of cell morphogenesis involved in differentiation	10/624	79/18800	0.000276710900672778	0.00494824198850145	0.00414148468764565	ACTR2/CRK/CRKL/P4HB/PAFAH1B1/PRKDC/RAC1/C1QBP/CALR/ANKRD27	10
2	GO:1901222	regulation of NIK/NF-kappaB signaling	12/624	110/18800	0.000291638089061842	0.00515940608884608	0.00431822076688146	NFAT5/RC3H1/DDX3X/EP300/RHOA/NFKBIA/PRDX1/RC3H2/RELA/RPS3/ACTN4/CALR	12
2	GO:0035196	production of miRNAs involved in gene silencing by miRNA	8/624	52/18800	0.000291836209684896	0.00515940608884608	0.00431822076688146	DDX3X/PUM2/DICER1/HNRNPA2B1/STAT3/NCOR1/NCOR2/PUM1	8
2	GO:0002262	myeloid cell homeostasis	15/624	160/18800	0.000292156218846782	0.00515940608884608	0.00431822076688146	GPI/SLC25A5/TMOD3/HIF1A/PRMT1/HSPA9/PRDX1/PRKDC/RPS6/RPS17/RPS19/SOD1/STAT3/LDB1/PTBP3	15
2	GO:0045732	positive regulation of protein catabolic process	19/624	233/18800	0.000300006204560563	0.00527614217607337	0.0044159242985339	HUWE1/GABARAP/CSNK2A1/DDB1/ARIH1/HECTD1/GSK3B/UBQLN2/UBQLN1/HSP90AA1/NRDC/VPS35/PSMC2/PSMC4/PSMD10/SUMO1/VCP/RAB7A/NDFIP1	19
2	GO:1902175	regulation of oxidative stress-induced intrinsic apoptotic signaling pathway	6/624	29/18800	0.000322866483925276	0.00565276520280276	0.00473114301698767	TRAP1/UBQLN1/HIF1A/NONO/P4HB/SOD1	6
2	GO:0060284	regulation of cell development	32/624	500/18800	0.000324077704296023	0.00565276520280276	0.00473114301698767	ACTR2/CRK/CRKL/EIF4G2/SNW1/SPEN/KDM1A/CYFIP1/DICER1/CORO1C/PRPF19/GRN/GSK3B/HIF1A/NF1/P4HB/PAFAH1B1/TUG1/PPP1CC/PRKDC/RCC2/RTN4/RAC1/RPS19/DYNLT1/C1QBP/XRCC5/ACTN4/CALR/ANKRD27/RAB11A/RNF10	32
2	GO:0036490	regulation of translation in response to endoplasmic reticulum stress	4/624	11/18800	0.000329265628411682	0.00571981434498008	0.00478726052221325	TMED2/DDX3X/EIF4G1/DNAJC3	4
2	GO:0045936	negative regulation of phosphate metabolic process	29/624	440/18800	0.00037904718402854	0.00655782445213604	0.00548864215127334	IPO7/ARPP19/PRDX3/TMED2/PWP1/STK38/CRKL/EIF4G1/FKBP1A/TARDBP/CORO1C/GSK3B/MLLT1/NF1/NPM1/PAK2/RTRAF/PDPK1/PRKDC/DNAJC3/PPP4R3B/SNX6/STAT3/YWHAB/YWHAE/YWHAG/CALM3/DYNLL1/NCOR1	29
2	GO:0090151	establishment of protein localization to mitochondrial membrane	6/624	30/18800	0.000392364030507947	0.00675015323700225	0.00564961380936278	HSPA4/HSP90AA1/NMT1/CALM3/PDCD5/TOMM70	6
2	GO:0010563	negative regulation of phosphorus metabolic process	29/624	441/18800	0.000393335996892988	0.00675015323700225	0.00564961380936278	IPO7/ARPP19/PRDX3/TMED2/PWP1/STK38/CRKL/EIF4G1/FKBP1A/TARDBP/CORO1C/GSK3B/MLLT1/NF1/NPM1/PAK2/RTRAF/PDPK1/PRKDC/DNAJC3/PPP4R3B/SNX6/STAT3/YWHAB/YWHAE/YWHAG/CALM3/DYNLL1/NCOR1	29
2	GO:0039535	regulation of RIG-I signaling pathway	5/624	20/18800	0.000406021005975821	0.00687858218035842	0.00575710380350536	PUM2/ANKRD17/C1QBP/PUM1/USP15	5
2	GO:0043555	regulation of translation in response to stress	5/624	20/18800	0.000406021005975821	0.00687858218035842	0.00575710380350536	TMED2/DDX3X/EIF4G1/NPM1/DNAJC3	5
2	GO:0046794	transport of virus	5/624	20/18800	0.000406021005975821	0.00687858218035842	0.00575710380350536	EPS15/KPNA2/RNASEK/DYNLT1/NUP153	5
2	GO:0043543	protein acylation	20/624	258/18800	0.000407284471205433	0.00687858218035842	0.00575710380350536	CTCF/ATF2/CREBBP/DDX3X/DLD/DLST/EP300/USP22/GSK3B/HCFC1/MLLT1/NMT1/TAOK1/SMARCB1/NAA25/NAA50/TRRAP/NCOA1/LDB1/MORF4L2	20
2	GO:0006612	protein targeting to membrane	13/624	132/18800	0.000453762112308511	0.00763324723314238	0.00638872888725609	CHMP4B/TRAM1/SEC61A1/HSPA5/NACA/MFF/SDCBP/SRP14/SRP72/SSR1/SSR3/SEC62/TRAM2	13
2	GO:1900152	negative regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay	4/624	12/18800	0.000480966029376807	0.0080590213426287	0.00674508513639086	SYNCRIP/PABPC1/YBX1/CSDE1	4
2	GO:0070918	primary sncRNA processing	8/624	56/18800	0.000490416001482052	0.00818513922473573	0.0068506408628081	DDX3X/PUM2/DICER1/HNRNPA2B1/STAT3/NCOR1/NCOR2/PUM1	8
2	GO:0031123	RNA 3'-end processing	12/624	117/18800	0.000515214844378231	0.00855243603129307	0.00715805390035015	PAPOLA/NUDT21/DKC1/FBL/PABPC1/NCBP1/CPSF2/PAF1/ELAC2/RPS21/SNRPA/YTHDC1	12
2	GO:0006450	regulation of translational fidelity	5/624	21/18800	0.000518451244378198	0.00855243603129307	0.00715805390035015	AARS1/EIF2S3/IARS1/LARS1/RPS5	5
2	GO:0140747	regulation of ncRNA transcription	5/624	21/18800	0.000518451244378198	0.00855243603129307	0.00715805390035015	PWP1/NOL11/NCL/ATRX/SMARCB1	5
2	GO:0021543	pallium development	15/624	169/18800	0.000524413609596115	0.00861739120633616	0.0072124188371195	CRK/CRKL/CSNK2A2/XRN2/KDM1A/GART/GSK3B/HIF1A/RHOA/NF1/PAFAH1B1/SLC38A2/RTN4/TRA2B/YWHAE	15
2	GO:0090501	RNA phosphodiester bond hydrolysis	14/624	152/18800	0.000550302587865244	0.00899390116229416	0.00752754291976737	NUDT21/XRN2/CNOT1/DICER1/SND1/NOB1/RNASEK/NCBP1/CPSF2/POLR2I/XRN1/ELAC2/RPS21/N4BP1	14
2	GO:0007033	vacuole organization	16/624	188/18800	0.000551552679360615	0.00899390116229416	0.00752754291976737	ATP6AP2/GABARAP/CHMP4B/ATF2/GRN/UBQLN2/UBQLN1/ANXA2/HEXB/ATP2A2/SH3GLB1/VPS35/RAB1A/RAB7A/RAB1B/SCARB2	16
2	GO:0021762	substantia nigra development	7/624	44/18800	0.000564847837163257	0.00917554349223977	0.00767957043375034	COX6B1/HSPA5/RHOA/ATP5PB/YWHAE/CALM3/DYNLL1	7
2	GO:0016236	macroautophagy	22/624	306/18800	0.000601071040795575	0.00972683783127744	0.00814098219752742	HUWE1/GABARAP/CHMP4B/SMG1/VPS39/LARP1/GNAI3/SLC25A5/UBQLN2/UBQLN1/HIF1A/LAMP2/ATP2A2/SH3GLB1/VPS35/SNX6/RAB1A/VCP/RAB7A/RAB1B/CAPNS1/ATP6V0E1	22
2	GO:0044403	biological process involved in symbiotic interaction	21/624	286/18800	0.000604355539873265	0.00973938264581727	0.00815148171583044	CHMP4B/DDB1/EP300/EPS15/SNW1/TARDBP/HSPA8/HSP90AB1/IGF2R/LAMP1/RPSA/CD46/RNASEK/P4HB/THOC2/SMARCB1/DYNLT1/RAB7A/VAPA/SCARB2/NUP153	21
2	GO:0045069	regulation of viral genome replication	10/624	87/18800	0.000606423026584017	0.00973938264581727	0.00815148171583044	TRIM28/DDB1/DDX3X/LARP1/PABPC1/ILF3/HACD3/PKN2/STAU1/N4BP1	10
2	GO:0006378	mRNA polyadenylation	7/624	45/18800	0.000650017205347503	0.0103226612908917	0.00863966309071466	PAPOLA/NUDT21/PABPC1/CPSF2/PAF1/SNRPA/YTHDC1	7
2	GO:0006984	ER-nucleus signaling pathway	7/624	45/18800	0.000650017205347503	0.0103226612908917	0.00863966309071466	TMED2/ATF6/GSK3B/HSPA5/ATP2A2/QRICH1/TMEM33	7
2	GO:0072583	clathrin-dependent endocytosis	7/624	45/18800	0.000650017205347503	0.0103226612908917	0.00863966309071466	AP2S1/AP2B1/UBQLN2/SCYL2/CANX/PICALM/WASL	7
2	GO:2001233	regulation of apoptotic signaling pathway	25/624	370/18800	0.000657026159662986	0.010395179685969	0.00870035814634923	TRAP1/SERINC3/CSNK2A1/CSNK2A2/DDX3X/KDM1A/GNAI3/SLC25A5/PDIA3/SLC25A6/GSK3B/UBQLN1/HIF1A/HNRNPK/MIF/NF1/NONO/P4HB/PAK2/PSMD10/BIRC6/RELA/RPS3/SOD1/SYVN1	25
2	GO:0043967	histone H4 acetylation	9/624	73/18800	0.000674151085720119	0.0106252132438912	0.00889288722233076	ATF2/EP300/USP22/HCFC1/SMARCB1/NAA50/TRRAP/NCOA1/MORF4L2	9
2	GO:0099010	modification of postsynaptic structure	4/624	13/18800	0.000676558456084236	0.0106252132438912	0.00889288722233076	CYFIP1/RHOA/PFN1/STAU1	4
2	GO:0043631	RNA polyadenylation	7/624	46/18800	0.000745056599978219	0.0116152413535066	0.00972150196385693	PAPOLA/NUDT21/PABPC1/CPSF2/PAF1/SNRPA/YTHDC1	7
2	GO:0061462	protein localization to lysosome	7/624	46/18800	0.000745056599978219	0.0116152413535066	0.00972150196385693	HSPA8/LAMP2/RTN4/RAB7A/NCOA4/AP3D1/SCARB2	7
2	GO:0051205	protein insertion into membrane	8/624	60/18800	0.000786565355434034	0.0121965142763402	0.0102080046278036	TRAM1/SEC61A1/HSPA4/HSP90AA1/NMT1/PDCD5/TRAM2/TOMM70	8
2	GO:0071560	cellular response to transforming growth factor beta stimulus	19/624	252/18800	0.000788073643325556	0.0121965142763402	0.0102080046278036	CREBBP/CRK/CRKL/EP300/FKBP1A/SNW1/GLG1/HSPA5/HSP90AB1/PAK2/TRIM33/PDPK1/NLK/SNX6/SDCBP/STAT3/USP9X/PDCD5/USP15	19
2	GO:0039528	cytoplasmic pattern recognition receptor signaling pathway in response to virus	6/624	34/18800	0.000794080387347959	0.012209745182686	0.0102190783780692	PUM2/ANKRD17/LSM14A/C1QBP/PUM1/USP15	6
2	GO:1903322	positive regulation of protein modification by small protein conjugation or removal	13/624	140/18800	0.000794666216072373	0.012209745182686	0.0102190783780692	UBA2/HUWE1/GABARAP/DDX3X/FKBP1A/KDM1A/UBQLN1/HSPA5/PSMD10/RPS2/VCP/NDFIP1/CUL3	13
2	GO:0006622	protein targeting to lysosome	5/624	23/18800	0.000811498898887205	0.0123347832630855	0.0103237303527605	HSPA8/LAMP2/RAB7A/NCOA4/SCARB2	5
2	GO:0045943	positive regulation of transcription by RNA polymerase I	5/624	23/18800	0.000811498898887205	0.0123347832630855	0.0103237303527605	PWP1/WDR43/NOL11/NCL/SMARCB1	5
2	GO:0051131	chaperone-mediated protein complex assembly	5/624	23/18800	0.000811498898887205	0.0123347832630855	0.0103237303527605	CCT2/PTGES3/HSPA4/HSP90AA1/HSP90AB1	5
2	GO:0038061	NIK/NF-kappaB signaling	13/624	141/18800	0.000849468283135015	0.0128659680178741	0.0107683111823521	NFAT5/RC3H1/DDX3X/EP300/DICER1/RHOA/NFKBIA/PRDX1/RC3H2/RELA/RPS3/ACTN4/CALR	13
2	GO:0050792	regulation of viral process	14/624	159/18800	0.000860501452460553	0.0129868588002557	0.0108694920310807	TRIM28/DDB1/DDX3X/LARP1/PABPC1/ILF3/KPNA2/P4HB/HACD3/PKN2/STAU1/DYNLT1/RAB7A/N4BP1	14
2	GO:0035304	regulation of protein dephosphorylation	10/624	91/18800	0.000865610238948833	0.0130177992118948	0.0108953879434735	ARPP19/FKBP1A/GSK3B/HSP90AB1/PPP6R3/PTBP1/HSP90B1/YWHAB/YWHAE/CALM3	10
2	GO:0032103	positive regulation of response to external stimulus	28/624	442/18800	0.00087785081547534	0.0131553981361375	0.0110105528523668	CREBBP/EP300/PUM2/XRCC6/ANKRD17/LSM14A/GRN/UBE2K/HSP90AA1/KARS1/LAMP1/MIF/NFKBIA/NONO/PAK2/AKIRIN2/PRKDC/MAPK1/RAC1/RPS19/C1QBP/XRCC5/CALR/CD47/PUM1/MATR3/TOMM70/USP15	28
2	GO:0010506	regulation of autophagy	23/624	336/18800	0.000893114655313112	0.0133371788526758	0.0111626961905063	CHMP4B/CSNK2A2/EIF4G1/EIF4G2/EP300/ATF6/SMG1/LARP1/GNAI3/SLC25A5/GSK3B/RMC1/UBQLN2/UBQLN1/HIF1A/SH3GLB1/CTSA/VPS35/SNX6/STAT3/CAPNS1/ATP6V0E1/USP10	23
2	GO:0006473	protein acetylation	17/624	216/18800	0.000911509947811486	0.0135642878947052	0.011352777561259	CTCF/ATF2/CREBBP/DDX3X/EP300/USP22/GSK3B/HCFC1/MLLT1/TAOK1/SMARCB1/NAA25/NAA50/TRRAP/NCOA1/LDB1/MORF4L2	17
2	GO:0000054	ribosomal subunit export from nucleus	4/624	14/18800	0.000922437303201498	0.0136315734806444	0.0114090929606501	NPM1/SDAD1/RPS15/XPO1	4
2	GO:0033750	ribosome localization	4/624	14/18800	0.000922437303201498	0.0136315734806444	0.0114090929606501	NPM1/SDAD1/RPS15/XPO1	4
2	GO:0010720	positive regulation of cell development	21/624	297/18800	0.000979909041660294	0.0144307712155924	0.0120779901547202	ACTR2/CRK/CRKL/EIF4G2/SNW1/SPEN/KDM1A/CYFIP1/DICER1/PRPF19/HIF1A/P4HB/PAFAH1B1/PPP1CC/PRKDC/RAC1/C1QBP/XRCC5/CALR/ANKRD27/RAB11A	21
2	GO:0051258	protein polymerization	20/624	277/18800	0.000993351164182722	0.0145363470786991	0.0121663530160066	RANBP9/ARPC5/ARPC3/NCKAP1/CHMP4B/MTPN/MAPRE1/CYFIP1/TMOD3/UBE2K/HSP90AA1/RHOA/PFN1/RAC1/RPS3/TUBG1/ZNF207/CAPZA1/WASL/TMSB10	20
2	GO:0034315	regulation of Arp2/3 complex-mediated actin nucleation	5/624	24/18800	0.000997324564609998	0.0145363470786991	0.0121663530160066	WASF2/NCKAP1/CYFIP1/ARF1/WASL	5
2	GO:0039531	regulation of viral-induced cytoplasmic pattern recognition receptor signaling pathway	5/624	24/18800	0.000997324564609998	0.0145363470786991	0.0121663530160066	PUM2/ANKRD17/C1QBP/PUM1/USP15	5
2	GO:0034502	protein localization to chromosome	10/624	93/18800	0.00102581727729799	0.0149006086422534	0.0124712256740665	CCT4/CCT2/CTCF/CCT8/DKC1/ATRX/RCC2/VCP/XRCC5/CCT6A	10
2	GO:0071559	response to transforming growth factor beta	19/624	258/18800	0.00104289556838988	0.0150971548947868	0.0126357271873661	CREBBP/CRK/CRKL/EP300/FKBP1A/SNW1/GLG1/HSPA5/HSP90AB1/PAK2/TRIM33/PDPK1/NLK/SNX6/SDCBP/STAT3/USP9X/PDCD5/USP15	19
2	GO:0032435	negative regulation of proteasomal ubiquitin-dependent protein catabolic process	6/624	36/18800	0.00108722148647345	0.0156324819136182	0.0130837749296805	HSP90AB1/RPL11/SDCBP/USP7/USP14/N4BP1	6
2	GO:0048261	negative regulation of receptor-mediated endocytosis	6/624	36/18800	0.00108722148647345	0.0156324819136182	0.0130837749296805	UBQLN2/ANXA2/RAC1/ATXN2/SDCBP/PICALM	6
2	GO:0031124	mRNA 3'-end processing	8/624	63/18800	0.00109150825634845	0.0156412765623536	0.013091135706125	PAPOLA/NUDT21/PABPC1/NCBP1/CPSF2/PAF1/SNRPA/YTHDC1	8
2	GO:1990928	response to amino acid starvation	7/624	49/18800	0.00109745218084504	0.0156736794687131	0.0131182556693028	GCN1/ATF2/LARP1/SH3GLB1/LARS1/SLC38A2/MAPK1	7
2	GO:0006839	mitochondrial transport	15/624	182/18800	0.00112694555107277	0.0160410711216245	0.0134257480895274	HUWE1/ATF2/CSNK2A2/SLC25A5/SLC25A6/GSK3B/HSPA4/HSP90AA1/LMAN1/NMT1/SH3GLB1/VPS35/MFF/PDCD5/TOMM70	15
2	GO:0045931	positive regulation of mitotic cell cycle	12/624	128/18800	0.00114789832929826	0.016284850964978	0.0136297822678783	CDK4/DDX3X/EIF4G1/USP22/ANKRD17/TMOD3/PAFAH1B1/PKN2/RCC2/PTPN11/CUL3/RAB11A	12
2	GO:0006620	post-translational protein targeting to endoplasmic reticulum membrane	4/624	15/18800	0.00122504607334101	0.0172072478156414	0.014401792295244	CHMP4B/SEC61A1/HSPA5/SEC62	4
2	GO:0090110	COPII-coated vesicle cargo loading	4/624	15/18800	0.00122504607334101	0.0172072478156414	0.014401792295244	SEC24B/SEC23B/SEC24A/RAB1A	4
2	GO:1901836	regulation of transcription of nucleolar large rRNA by RNA polymerase I	4/624	15/18800	0.00122504607334101	0.0172072478156414	0.014401792295244	PWP1/NOL11/NCL/SMARCB1	4
2	GO:0006623	protein targeting to vacuole	6/624	37/18800	0.00126174527377278	0.0176644338328189	0.0147844390804954	HSPA8/LAMP2/RAB7A/NCOA4/AP3D1/SCARB2	6
